username,userID,location,followers,retweeted_og,tweetcreatedts,text,hashtags
perm_cosmetics,606797588,USA,142,none,2022-04-18 12:46:04+00:00,"
#Stopsmoking laser therapy - most effective smoking cessation program in NJ provided by Brunswick Medi Spa. https://t.co/m2vcGVvHnR #stopsmoking #stopsmokinglaser #quitsmoking #Smoking essation #laserstopsmokingnj #stops https://t.co/dYDDOFCuW7","[{'text': 'Stopsmoking', 'indices': [0, 12]}, {'text': 'stopsmoking', 'indices': [132, 144]}, {'text': 'stopsmokinglaser', 'indices': [145, 162]}, {'text': 'quitsmoking', 'indices': [163, 175]}, {'text': 'Smoking', 'indices': [176, 184]}, {'text': 'laserstopsmokingnj', 'indices': [194, 213]}, {'text': 'stops', 'indices': [214, 220]}]"
vitastorm05,760032852,,244,none,2022-04-18 12:46:03+00:00,"
#Stopsmoking laser therapy - most effective smoking cessation program in NJ provided by Brunswick Medi Spa. https://t.co/mT1ycxjgDY #stopsmoking #stopsmokinglaser #quitsmoking #Smoking essation #laserstopsmokingnj #stops https://t.co/X1geXloLuB","[{'text': 'Stopsmoking', 'indices': [0, 12]}, {'text': 'stopsmoking', 'indices': [132, 144]}, {'text': 'stopsmokinglaser', 'indices': [145, 162]}, {'text': 'quitsmoking', 'indices': [163, 175]}, {'text': 'Smoking', 'indices': [176, 184]}, {'text': 'laserstopsmokingnj', 'indices': [194, 213]}, {'text': 'stops', 'indices': [214, 220]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-18 12:46:03+00:00,"
#Stopsmoking laser therapy - most effective smoking cessation program in NJ provided by Brunswick Medi Spa. https://t.co/GNQtkqjva2 #stopsmoking #stopsmokinglaser #quitsmoking #Smoking essation #laserstopsmokingnj #stops https://t.co/1mUdjSP7pN","[{'text': 'Stopsmoking', 'indices': [0, 12]}, {'text': 'stopsmoking', 'indices': [132, 144]}, {'text': 'stopsmokinglaser', 'indices': [145, 162]}, {'text': 'quitsmoking', 'indices': [163, 175]}, {'text': 'Smoking', 'indices': [176, 184]}, {'text': 'laserstopsmokingnj', 'indices': [194, 213]}, {'text': 'stops', 'indices': [214, 220]}]"
HouseCallsHC,4735750601,"2440 Fulton St, Brooklyn, NY",29,none,2022-04-18 12:29:17+00:00,"
April is Oral Cancer Awareness Month! Avoiding tobacco and alcohol, getting the HPV vaccine and opportunistic screenings are keys to early discovery and prevention✌
#oralcancerawareness #quitsmoking #homehealthcare #quoteoftheday #hha #pca #quotestoliveby #homecareservices https://t.co/xjqM9AwuGG","[{'text': 'oralcancerawareness', 'indices': [165, 185]}, {'text': 'quitsmoking', 'indices': [186, 198]}, {'text': 'homehealthcare', 'indices': [199, 214]}, {'text': 'quoteoftheday', 'indices': [215, 229]}, {'text': 'hha', 'indices': [230, 234]}, {'text': 'pca', 'indices': [235, 239]}, {'text': 'quotestoliveby', 'indices': [240, 255]}, {'text': 'homecareservices', 'indices': [256, 273]}]"
hephaistos_ai,1151202637582348294,Paris,2993,GoTirtha,2022-04-18 12:27:19+00:00,"
RT @GoTirtha: !!! GET FREE CONSULTATION NOW !!!
aYURVEDIC tREATMENT for Health related Problems

CALL US / WHATSAPP
+91 7217591662
+91 9411…",[]
GoTirtha,1186921612198596608,Rishikesh Uttrakhand,136,none,2022-04-18 12:27:13+00:00,"
!!! GET FREE CONSULTATION NOW !!!
aYURVEDIC tREATMENT for Health related Problems

CALL US / WHATSAPP
+91 7217591662
+91 9411515929
10 AM - 5 PM
https://t.co/570t7YsWbQ

#quitsmoking  #lungcancer #cancersurvivor #health #healthcarecrisis  #Ayurveda  #gomutra  #ayurvedictreatment https://t.co/0M9bdg7K99","[{'text': 'quitsmoking', 'indices': [170, 182]}, {'text': 'lungcancer', 'indices': [184, 195]}, {'text': 'cancersurvivor', 'indices': [196, 211]}, {'text': 'health', 'indices': [212, 219]}, {'text': 'healthcarecrisis', 'indices': [220, 237]}, {'text': 'Ayurveda', 'indices': [239, 248]}, {'text': 'gomutra', 'indices': [250, 258]}, {'text': 'ayurvedictreatment', 'indices': [260, 279]}]"
PreventiveBot,1375244479049895941,,755,V7NTY,2022-04-18 11:59:19+00:00,"
RT @V7NTY: The Vape Company at the Center of the FDA Storm https://t.co/7pvOvkxcSG via @Filtermag_org

#vape #vaper #vapers #vaping #notblo…","[{'text': 'vape', 'indices': [103, 108]}, {'text': 'vaper', 'indices': [109, 115]}, {'text': 'vapers', 'indices': [116, 123]}, {'text': 'vaping', 'indices': [124, 131]}]"
lisalaneisaacs,285851279,,195,none,2022-04-18 11:40:02+00:00,"
I hate guns and cigarettes! The fact that people make so much money off of these killers is beyond infuriating! #commomsense #GunViolence #quitsmoking","[{'text': 'commomsense', 'indices': [112, 124]}, {'text': 'GunViolence', 'indices': [125, 137]}, {'text': 'quitsmoking', 'indices': [138, 150]}]"
V7NTY,329384275,Out,238,none,2022-04-18 11:35:01+00:00,"
The Vape Company at the Center of the FDA Storm https://t.co/7pvOvkxcSG via @Filtermag_org

#vape #vaper #vapers #vaping #notblowingsmoke #tarfree #r2bsmokefree #abillionlives #harmreduction #QuitSmoking #smokingkills","[{'text': 'vape', 'indices': [92, 97]}, {'text': 'vaper', 'indices': [98, 104]}, {'text': 'vapers', 'indices': [105, 112]}, {'text': 'vaping', 'indices': [113, 120]}, {'text': 'notblowingsmoke', 'indices': [121, 137]}, {'text': 'tarfree', 'indices': [138, 146]}, {'text': 'r2bsmokefree', 'indices': [147, 160]}, {'text': 'abillionlives', 'indices': [161, 175]}, {'text': 'harmreduction', 'indices': [176, 190]}, {'text': 'QuitSmoking', 'indices': [191, 203]}, {'text': 'smokingkills', 'indices': [204, 217]}]"
PreventiveBot,1375244479049895941,,755,skeehner,2022-04-18 10:57:19+00:00,"
RT @skeehner: Stop Smoking...Hypnosis Makes It Easy! Call Mary Beth Lodge at 513-260-9061 for an appointment
https://t.co/07RaAWGiJI

#stop…",[]
PreventiveBot,1375244479049895941,,755,ancho85,2022-04-18 10:57:09+00:00,"
RT @ancho85: Just unlocked an achievement on @quitnowapp ""Crush the calendar!"" #quitsmoking https://t.co/6O9AsZoBJ0","[{'text': 'quitsmoking', 'indices': [79, 91]}]"
skeehner,29064088,USA,1432,none,2022-04-18 10:50:28+00:00,"
Stop Smoking...Hypnosis Makes It Easy! Call Mary Beth Lodge at 513-260-9061 for an appointment
https://t.co/07RaAWGiJI

#stopsmoking #quitsmoking #hypnosis #chew #vaping #hypnosisohio #daytonohio #cincinnatiohio #eatonohio #preblecounty https://t.co/cfQ1AF3nqL","[{'text': 'stopsmoking', 'indices': [120, 132]}, {'text': 'quitsmoking', 'indices': [133, 145]}, {'text': 'hypnosis', 'indices': [146, 155]}, {'text': 'chew', 'indices': [156, 161]}, {'text': 'vaping', 'indices': [162, 169]}, {'text': 'hypnosisohio', 'indices': [170, 183]}, {'text': 'daytonohio', 'indices': [184, 195]}, {'text': 'cincinnatiohio', 'indices': [196, 211]}, {'text': 'eatonohio', 'indices': [212, 222]}, {'text': 'preblecounty', 'indices': [223, 236]}]"
ancho85,120521667,"ÜT: -25.285184,-57.6121645",446,none,2022-04-18 10:48:58+00:00,"
Just unlocked an achievement on @quitnowapp ""Crush the calendar!"" #quitsmoking https://t.co/6O9AsZoBJ0","[{'text': 'quitsmoking', 'indices': [66, 78]}]"
PreventiveBot,1375244479049895941,,755,ELIQUIDSUKCOM,2022-04-18 10:26:33+00:00,"
RT @ELIQUIDSUKCOM: Cuban Creme by Pod Salt is a cigar blend, featuring the earthy and woody notes of tobacco and layered with sweet vanilla…",[]
ELIQUIDSUKCOM,4144886404,"Surrey, England",751,none,2022-04-18 10:25:43+00:00,"
Cuban Creme by Pod Salt is a cigar blend, featuring the earthy and woody notes of tobacco and layered with sweet vanilla creme.

Just £4.99 or 5 for £20!
https://t.co/hbk7gga0Cu

#vape #eliquid #cuban #cigar #creme #tobacco #vaping #ejuice #nicsalt #quitsmoking #vapedaily #vapez https://t.co/7wZdV9NaBj","[{'text': 'vape', 'indices': [179, 184]}, {'text': 'eliquid', 'indices': [185, 193]}, {'text': 'cuban', 'indices': [194, 200]}, {'text': 'cigar', 'indices': [201, 207]}, {'text': 'creme', 'indices': [208, 214]}, {'text': 'tobacco', 'indices': [215, 223]}, {'text': 'vaping', 'indices': [224, 231]}, {'text': 'ejuice', 'indices': [232, 239]}, {'text': 'nicsalt', 'indices': [240, 248]}, {'text': 'quitsmoking', 'indices': [249, 261]}, {'text': 'vapedaily', 'indices': [262, 272]}, {'text': 'vapez', 'indices': [273, 279]}]"
PreventiveBot,1375244479049895941,,755,AdamSmallHypno,2022-04-18 09:57:15+00:00,"
RT @AdamSmallHypno: Try this technique when you set a quit smoking date. #quitsmoking https://t.co/cCgytNW84e","[{'text': 'quitsmoking', 'indices': [73, 85]}]"
AdamSmallHypno,1214984287646371841,,3,none,2022-04-18 09:44:00+00:00,"
Try this technique when you set a quit smoking date. #quitsmoking https://t.co/cCgytNW84e","[{'text': 'quitsmoking', 'indices': [53, 65]}]"
Tha_Modfather,4309299269,"Bristol, Ct.",132,feelmtech,2022-04-18 09:27:02+00:00,"
RT @feelmtech: To support smokers who looking for switch, FEELM &amp; 
@Vapourcore will send out free samples of Core Pro disposables at 3 vape…",[]
GreenVapinGiant,925023438779179008,United Kingdom,3908,feelmtech,2022-04-18 09:16:43+00:00,"
RT @feelmtech: To support smokers who looking for switch, FEELM &amp; 
@Vapourcore will send out free samples of Core Pro disposables at 3 vape…",[]
PreventiveBot,1375244479049895941,,755,feelmtech,2022-04-18 09:12:22+00:00,"
RT @feelmtech: To support smokers who looking for switch, FEELM &amp; 
@Vapourcore will send out free samples of Core Pro disposables at 3 vape…",[]
PreventiveBot,1375244479049895941,,755,oneyousurrey,2022-04-18 09:12:18+00:00,"
RT @oneyousurrey: It's #StressAwarenessMonth.

Stress is something everyone feels at times, but regular physical activity could help. Get a…","[{'text': 'StressAwarenessMonth', 'indices': [23, 44]}]"
feelmtech,976369670671319040,People's Republic of China,1644,none,2022-04-18 09:00:43+00:00,"
To support smokers who looking for switch, FEELM &amp; 
@Vapourcore will send out free samples of Core Pro disposables at 3 vape shops in #LONDON 🇬🇧

*Locations See Poster*
#switchontovaping with FEELM &amp; Core Pro this #vapril

#quitsmoking #harmreduction https://t.co/wbMoANAshm","[{'text': 'LONDON', 'indices': [138, 145]}, {'text': 'switchontovaping', 'indices': [173, 190]}, {'text': 'vapril', 'indices': [222, 229]}, {'text': 'quitsmoking', 'indices': [231, 243]}, {'text': 'harmreduction', 'indices': [244, 258]}]"
oneyousurrey,1106511344843571200,Surrey,381,none,2022-04-18 09:00:35+00:00,"
It's #StressAwarenessMonth.

Stress is something everyone feels at times, but regular physical activity could help. Get access to FREE live exercise classes and pre-recorded sessions when you #quitsmoking or #loseweight with OYS  👇

https://t.co/IhyuaKTeoR https://t.co/dmTPI1V0Lw","[{'text': 'StressAwarenessMonth', 'indices': [5, 26]}, {'text': 'quitsmoking', 'indices': [192, 204]}, {'text': 'loseweight', 'indices': [208, 219]}]"
thebigdog514,1100732215,,1777,DrBuzz_Forensic,2022-04-18 08:31:25+00:00,"
RT @DrBuzz_Forensic: Actress Anne Shirley was #BornOnThisDay, April 17, 1918. Best remembered for her films; Anne of Green Gables (1934), S…","[{'text': 'BornOnThisDay', 'indices': [46, 60]}]"
PreventiveBot,1375244479049895941,,755,Rahul3183,2022-04-18 07:42:22+00:00,"
RT @Rahul3183: Day 3 without ciggarete 
Started using sugar free chewing gums(not nicotine) 
#day3 #quitsmoking","[{'text': 'day3', 'indices': [93, 98]}, {'text': 'quitsmoking', 'indices': [99, 111]}]"
Rahul3183,359372393,"Noida, India",33,none,2022-04-18 07:38:23+00:00,"
Day 3 without ciggarete 
Started using sugar free chewing gums(not nicotine) 
#day3 #quitsmoking","[{'text': 'day3', 'indices': [78, 83]}, {'text': 'quitsmoking', 'indices': [84, 96]}]"
PreventiveBot,1375244479049895941,,755,JPCymro,2022-04-18 07:27:04+00:00,"
RT @JPCymro: My quit smoking patch is on. 

My birthday present to me is to be smoke free. #quitsmoking","[{'text': 'quitsmoking', 'indices': [91, 103]}]"
JPCymro,349014752,Under your bed,1767,none,2022-04-18 07:16:38+00:00,"
My quit smoking patch is on. 

My birthday present to me is to be smoke free. #quitsmoking","[{'text': 'quitsmoking', 'indices': [78, 90]}]"
VapinXsmoker,2446121772,🇺🇸,20161,BoulderGlobal,2022-04-18 06:14:34+00:00,"
RT @BoulderGlobal: Amazing！Work partner ⚫️ Boulder amber2

【Specification】
Ejuice volume：3.3ml
550 puffs/pods
Battery: 420mAh

#bouldervape…","[{'text': 'bouldervape', 'indices': [127, 139]}]"
PreventiveBot,1375244479049895941,,755,BoulderGlobal,2022-04-18 06:12:00+00:00,"
RT @BoulderGlobal: Amazing！Work partner ⚫️ Boulder amber2

【Specification】
Ejuice volume：3.3ml
550 puffs/pods
Battery: 420mAh

#bouldervape…","[{'text': 'bouldervape', 'indices': [127, 139]}]"
BoulderGlobal,1503994732069879811,,10,none,2022-04-18 06:09:11+00:00,"
Amazing！Work partner ⚫️ Boulder amber2

【Specification】
Ejuice volume：3.3ml
550 puffs/pods
Battery: 420mAh

#bouldervape #boulderglobal #boulderamber #vaping #vapeon #vapefam #quitsmoking #vapelife #bahrainvaper #uaevapersclub #vapemlaysia #vapeindonesia https://t.co/EKOVuU3JLn","[{'text': 'bouldervape', 'indices': [108, 120]}, {'text': 'boulderglobal', 'indices': [121, 135]}, {'text': 'boulderamber', 'indices': [136, 149]}, {'text': 'vaping', 'indices': [150, 157]}, {'text': 'vapeon', 'indices': [158, 165]}, {'text': 'vapefam', 'indices': [166, 174]}, {'text': 'quitsmoking', 'indices': [175, 187]}, {'text': 'vapelife', 'indices': [188, 197]}, {'text': 'bahrainvaper', 'indices': [198, 211]}, {'text': 'uaevapersclub', 'indices': [212, 226]}, {'text': 'vapemlaysia', 'indices': [227, 239]}, {'text': 'vapeindonesia', 'indices': [240, 254]}]"
PreventiveBot,1375244479049895941,,755,ammovape_tech,2022-04-18 05:56:49+00:00,"
RT @ammovape_tech: 👄Is this the taste of spring?
#ammovape , a variety of flavors, any choice.

#ammovape #vapegame #vapemalaysia #vaperlif…","[{'text': 'ammovape', 'indices': [49, 58]}, {'text': 'ammovape', 'indices': [96, 105]}, {'text': 'vapegame', 'indices': [106, 115]}, {'text': 'vapemalaysia', 'indices': [116, 129]}]"
ammovape_tech,1462701769742598144,,192,none,2022-04-18 05:51:39+00:00,"
👄Is this the taste of spring?
#ammovape , a variety of flavors, any choice.

#ammovape #vapegame #vapemalaysia #vaperlife #vapeadvocacy #vapecompetition #vapesale #vapegermany #vapefair #vapejuices #quitSmoking #vapepics #vapegirls #vapedaily #flavorchaser #vapetricks #vapetech https://t.co/mbjnmFPAd7","[{'text': 'ammovape', 'indices': [30, 39]}, {'text': 'ammovape', 'indices': [77, 86]}, {'text': 'vapegame', 'indices': [87, 96]}, {'text': 'vapemalaysia', 'indices': [97, 110]}, {'text': 'vaperlife', 'indices': [111, 121]}, {'text': 'vapeadvocacy', 'indices': [122, 135]}, {'text': 'vapecompetition', 'indices': [136, 152]}, {'text': 'vapesale', 'indices': [153, 162]}, {'text': 'vapegermany', 'indices': [163, 175]}, {'text': 'vapefair', 'indices': [176, 185]}, {'text': 'vapejuices', 'indices': [186, 197]}, {'text': 'quitSmoking', 'indices': [198, 210]}, {'text': 'vapepics', 'indices': [211, 220]}, {'text': 'vapegirls', 'indices': [221, 231]}, {'text': 'vapedaily', 'indices': [232, 242]}, {'text': 'flavorchaser', 'indices': [243, 256]}, {'text': 'vapetricks', 'indices': [257, 268]}, {'text': 'vapetech', 'indices': [269, 278]}]"
nicotex_in,3000792859,,3080,none,2022-04-18 05:25:11+00:00,"
Only by identifying the right problem, can one find the right solution.  ​
​
Quit smoking today with Nicotex. 

#WeBelieveYouCan ​#quitsmoking #nicotex ​#nicotexgums #nicotexpatch https://t.co/VMyqEHmcKp","[{'text': 'WeBelieveYouCan', 'indices': [112, 128]}, {'text': 'quitsmoking', 'indices': [130, 142]}, {'text': 'nicotex', 'indices': [143, 151]}, {'text': 'nicotexgums', 'indices': [153, 165]}, {'text': 'nicotexpatch', 'indices': [166, 179]}]"
MrIntrovert___,1490768353601855488,,55,none,2022-04-18 04:05:09+00:00,"
No human will continue smoking after going through this thread. 

#quitsmoking 
#SayNoToTobaccoProducts https://t.co/ykPmoEJxDi","[{'text': 'quitsmoking', 'indices': [66, 78]}, {'text': 'SayNoToTobaccoProducts', 'indices': [80, 103]}]"
anke_ua,1497034783607644160,"Greenville, SC",123,ucanquit2,2022-04-18 02:06:25+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
INSC_Magazine,1368396376145616897,"Cleveland, OH",420,none,2022-04-18 01:46:55+00:00,"
The Quit Smoking Support Forums Are They Really Useful? #quitsmoking #lifestyle #kickthehabit #smoking https://t.co/LSMiPzbi51","[{'text': 'quitsmoking', 'indices': [56, 68]}, {'text': 'lifestyle', 'indices': [69, 79]}, {'text': 'kickthehabit', 'indices': [80, 93]}, {'text': 'smoking', 'indices': [94, 102]}]"
karenshane63,391735937,"Seattle, WA/Scottsdale, AZ",4662,DrBuzz_Forensic,2022-04-18 00:23:10+00:00,"
RT @DrBuzz_Forensic: Actress Anne Shirley was #BornOnThisDay, April 17, 1918. Best remembered for her films; Anne of Green Gables (1934), S…","[{'text': 'BornOnThisDay', 'indices': [46, 60]}]"
weightloss157,852039149037076480,,3361,none,2022-04-17 23:14:06+00:00,"
Daily Habit Hacks Ebook: Daily Steps To Break Bad Habits &amp; Create Good Ones! Sunday April 18, 2022 at 02:14AM https://t.co/JZJN1EGCAv #Habits #quitsmoking","[{'text': 'Habits', 'indices': [138, 145]}, {'text': 'quitsmoking', 'indices': [146, 158]}]"
Simply_Rabbi,16741682,#TeamMech #TeamMechs,216,none,2022-04-17 23:06:01+00:00,"
I know I should be a #vegetarian, but I just can’t make the leap. I’ve been through SO MUCH the past few years, during which I even managed to #QuitSmoking, and for me right now, giving up meat feels like a “bridge too far.”","[{'text': 'vegetarian', 'indices': [21, 32]}, {'text': 'QuitSmoking', 'indices': [143, 155]}]"
janetg_23,2439184657,"Northeast Texas, US ",2680,DrBuzz_Forensic,2022-04-17 21:34:53+00:00,"
RT @DrBuzz_Forensic: Actress Anne Shirley was #BornOnThisDay, April 17, 1918. Best remembered for her films; Anne of Green Gables (1934), S…","[{'text': 'BornOnThisDay', 'indices': [46, 60]}]"
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-17 21:07:03+00:00,"
If you tried to quit smoking you know how difficult it is. Laser stop smoking treatments may help. https://t.co/h0BYtyJc4H #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/843yAPRlKZ","[{'text': 'stopsmokinglaser', 'indices': [123, 140]}, {'text': 'quitsmoking', 'indices': [141, 153]}, {'text': 'Smokingcessation', 'indices': [154, 171]}, {'text': 'laserstopsmokingnj', 'indices': [172, 191]}, {'text': 'stopsmokingnearme', 'indices': [192, 210]}, {'text': 'stopsmokinglasernj', 'indices': [211, 230]}]"
vitastorm05,760032852,,244,none,2022-04-17 21:07:03+00:00,"
If you tried to quit smoking you know how difficult it is. Laser stop smoking treatments may help. https://t.co/XZVcEvZB66 #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/TIG3WbEwPQ","[{'text': 'stopsmokinglaser', 'indices': [123, 140]}, {'text': 'quitsmoking', 'indices': [141, 153]}, {'text': 'Smokingcessation', 'indices': [154, 171]}, {'text': 'laserstopsmokingnj', 'indices': [172, 191]}, {'text': 'stopsmokingnearme', 'indices': [192, 210]}, {'text': 'stopsmokinglasernj', 'indices': [211, 230]}]"
